Filename,Sender Info,Addressee Info,input,predicted_sender,predicted_receiver
10_1368_11411.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"After you have greeted in my words the best and most distinguished men Pellican_8127, Leon_1753, Theodore_8171, Megander_8412 and your other administrators; recommend me as you can dutifully; but especially greet your most holy wife, whom along with my brother and sister, I command you to greet warmly in Christ and who commend themselves to you as Christians. March 10, 1540.",Ambrosius  Blarer (Blaurer)_8055,"Pellican_8127, Leon_1753, Theodore_8171, Megander_8412, Heinrich  Bullinger_495 other administrators, Heinrich  Bullinger_495 most holy wife"
10_1379_11422.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,Those sent to us from Zurich send their greetings to you.,"Those sent to Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 from Zurich",Heinrich  Bullinger_495
10_1379_11422.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,And you will extend my greetings to your wife and your mother along with all your family.,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 mother, all Heinrich  Bullinger_495 family"
10_1413_11456.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Salute in my name Mr. Pellicanus_8127, Theodorus_8171, and my other most respected teachers, especially your mother and wife with all your family.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Mr. Pellicanus_8127, Theodorus_8171, Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 other most respected teachers, Heinrich  Bullinger_495 mother, Heinrich  Bullinger_495 wife, all Heinrich  Bullinger_495 family"
10_1388_11431.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Please give my regards to your wife and mother, and to the entire family, as well as to your brother John, a most sincere friend.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Heinrich  Bullinger_495 wife, mother, entire family, brother John"
10_1347_11390.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"I greet your beloved wife a thousand times, also in the name of my family.",Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495 beloved wife
10_1347_11390.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"Many people, including Bartholomew Bertlinus_330 and my companions, send you greetings.","Many people, Bartholomew Bertlinus_330, Gervasius  Schuler (Scholasticus)_8440 companions",Heinrich  Bullinger_495
10_1371_11414.xml,Johannes  Calvin_540,Heinrich  Bullinger_495,"Please send my respectful greetings to all the brothers, Pellican, Leo, Theodore, Megander, and others whom I revere with good faith in the Lord.",Johannes  Calvin_540,"all the brothers, Pellican, Leo, Theodore, Megander, others"
10_1405_11448.xml,Johannes  Haller d.J._8018,Heinrich  Bullinger_495,"Salute your mother, wife and children a thousand times for me.",Johannes  Haller d.J._8018,"Heinrich  Bullinger_495 mother, wife, children"
10_1352_11395.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Please greet your wife and mother on my behalf, and your whole family with as much warmth as possible.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 mother, Heinrich  Bullinger_495 whole family"
10_1412_11455.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,You will greet all brothers.,Heinrich  Bullinger_495,all brothers.
10_1378_11421.xml,John  Butler_506,Heinrich  Bullinger_495,"Also, please greet my excellent wife and the whole family on my behalf.",John  Butler_506,"John  Butler_506 excellent wife, the whole family"
10_1364_11407.xml,Nicholas  Partridge (Perdix)_8422,Heinrich  Bullinger_495,"Please also greet for me in my name that illustrious group of learned men, those venerable elders, D. Pellicanum et D. Leonem, the most learned Bibliander, D. Megander, D. Ammianus, D. Binderus, etc.",Nicholas  Partridge (Perdix)_8422,"that illustrious group of learned men, those venerable elders, D. Pellicanum et D. Leonem, the most learned Bibliander, D. Megander, D. Ammianus, D. Binderus"
10_1382_11425.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Give my regards to your wife, your mother and your entire family in my name.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 mother, Heinrich  Bullinger_495 entire family"
10_1370_11413.xml,Johannes  Zwick_4079,Heinrich  Bullinger_495,Greet your entire family most earnestly.,Johannes  Zwick_4079,Heinrich  Bullinger_495 entire family
10_1395_11438.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Zviccius_4079 and our German brothers with our sister Margareta_4320 tell me to greet you.,"Zviccius_4079, Ambrosius  Blarer (Blaurer)_8055 German brothers, Ambrosius  Blarer (Blaurer)_8055 sister Margareta_4320, Ambrosius  Blarer (Blaurer)_8055 wife",Heinrich  Bullinger_495
10_1395_11438.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,My wife greets you with great affection.,Ambrosius  Blarer (Blaurer)_8055 wife,Heinrich  Bullinger_495
10_1357_11400.xml,Bartholomew  Traheron (Trehernus)_8107,Heinrich  Bullinger_495,"Lord Audley, a notable man, servant of the king, has become your great admirer through our preaching, and he commanded that not only I greet you accurately in his words, but also if you send your son here, that he would treat him with that kindness ","Lord Audley, Bartholomew  Traheron (Trehernus)_8107","Heinrich  Bullinger_495, Heinrich  Bullinger_495 son"
10_1357_11400.xml,Bartholomew  Traheron (Trehernus)_8107,Heinrich  Bullinger_495,"Extend the same greetings with my words to D. Pellican, D. Judas, D. Rhelican, D. Megander, the best and most selected men.",Bartholomew  Traheron (Trehernus)_8107,"D. Pellican, D. Judas, D. Rhelican, D. Megander"
10_1435_11478.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"My German brother Thomas_8178 and the Zvicciis_4079 order you to send them much salute and they beseech and implore you for this same thing, which I do, in the case of Michael.","Thomas_8178, the Zvicciis_4079, Ambrosius  Blarer (Blaurer)_8055","Heinrich  Bullinger_495, Michael"
10_1435_11478.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"You will order your sister, my wife, to greet her with many words.","Heinrich  Bullinger_495, Ambrosius  Blarer (Blaurer)_8055 wife",Heinrich  Bullinger_495 sister
10_1390_11433.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"You will greet my wife, mother and children in my name.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 wife, mother and children"
10_1390_11433.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Mr. Butler_4466  sends you his most respectful greetings, as do our young men.","Mr. Butler_4466 , Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 young men",Heinrich  Bullinger_495
10_1430_11473.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,You will greet your wife and mother on my behalf with your whole family.,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 mother, Heinrich  Bullinger_495 whole family"
10_1362_11405.xml,Oswald  Pergener_2448,Heinrich  Bullinger_495,"The brothers send you greetings, especially from Bohemia_18477.",Bohemia_18477,Heinrich  Bullinger_495
10_1384_11427.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,Greetings in my name to your wife and your mother along with all your children.,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 name","Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 mother, all Heinrich  Bullinger_495 children"
10_1375_11418.xml,Simon  Grynäus_1365,Heinrich  Bullinger_495,"Again, farewell and greet everyone, all, I say, the most beloved brothers.",Simon  Grynäus_1365,"everyone, all, the most beloved brothers"
10_1397_11440.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet all those distinguished men who labor tirelessly and with unflagging zeal in the Lord's vineyard.,Ambrosius  Blarer (Blaurer)_8055,all those distinguished men
10_1397_11440.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"All ours greet you, especially our Zviccius_4079, who is now suffering greatly in one knee; may Christ soon restore him to us and to our church, with great fruitfulness.","Ambrosius  Blarer (Blaurer)_8055, Zviccius_4079",Heinrich  Bullinger_495
10_1414_11457.xml,Johannes  Zwick_4079,Heinrich  Bullinger_495,Ambrosius_8055 sends you most studious greetings along with your brothers.,Ambrosius_8055,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 brothers"
